"","bmi","age","sex","race","numpeople","car","gotosch","snack","tvhours","cmpthours","cellhours","sports","exercises","sweat","overweigh"
"594",12.6460920379839,12.1,"F","MIXED",3,1,"1","2",2,1,1,"1",4,3,0
"595",12.7546937519237,12.1,"F","MIXED",3,1,"1","1",3,2,1,"1",5,2,0
"596",22.4779981367991,12.7,"F","OTHER",4,1,"1","1",3,2,1,"1",9,2,0
"597",18.5604864975416,12.8,"F","OTHER",3,3,"2",NA,3,0,1,"2",4,2,0
"598",18.5950215184656,12.1,"F","OTHER",3,1,"2","1",3,3,1,"1",60,1,0
"599",27.7385149487376,12,"F","MIXED",3,1,"1","1",2,2,2,"1",14,3,1
"600",20.8744247205786,12.7,"F","OTHER",5,1,"1","1",3,2,1,"1",12,1,0
"601",18.3929538119999,12.2,"F","OTHER",3,1,"2","1",0,0,4,NA,17,1,0
"602",16.0129396675875,11.7,"F","OTHER",4,1,"2","1",2,2,1,"2",6,1,0
"603",19.6327478589055,12.2,"F","OTHER",2,1,"2","1",0,0,4,"1",18,2,0
"604",19.5601683843809,12.2,"F","AFRICAN",4,1,"1","1",2,3,1,"2",11,2,0
"605",18.2255676761171,12.4,"F","MIXED",2,1,"2","1",2,4,1,"1",8,2,0
"606",14.3581456924172,12.6,"F","OTHER",5,1,"1","1",4,3,1,"1",1,2,0
"607",32.5518943242851,12.2,"F","OTHER",4,1,"1","1",2,1,1,"2",7,2,1
"608",24.1706524255948,12.4,"F","AFRICAN",3,1,"1","1",NA,NA,NA,NA,6,NA,0
"609",24.6293768115233,12.6,"F","OTHER",3,3,"1","1",3,3,4,"1",2,2,0
"610",32.1135244500698,12.3,"M","OTHER",5,3,"3","1",4,0,1,"2",8,3,1
"611",15.5666191278124,13.4,"M","OTHER",5,2,"2","1",3,4,2,"1",14,2,0
"612",18.778277877274,14.5,"M","OTHER",5,1,"3","1",2,3,1,"1",21,1,0
"613",14.6956212175151,12.5,"M","OTHER",5,3,"2","2",2,2,1,"2",5,1,0
"614",16.9572730551623,15,"M","OTHER",5,3,"3","1",0,0,0,"1",6,1,0
"615",21.7326920018209,15,"M","OTHER",2,1,"2","1",2,0,1,"1",10,1,0
"616",16.8456745033322,13,"M","OTHER",5,3,"3","1",1,2,0,"1",12,2,0
"617",24.7209474895751,12.4,"F","OTHER",1,3,"2","1",2,0,3,"1",11,1,0
"618",18.5346652631086,12.7,"F","OTHER",2,3,"2","1",4,2,0,"2",6,2,0
"619",17.8923589945857,12.7,"F","OTHER",5,3,"2","1",3,0,1,"1",5,1,0
"620",16.7233560090703,12.2,"F","MIXED",4,3,"2","2",4,4,0,"2",1,3,0
"621",18.1497994411434,13.1,"F","",3,3,"2","2",4,0,0,"1",6,1,0
"622",14.7253130525734,12.9,"M","",5,3,"2","1",0,0,0,"2",12,2,0
"623",19.5980093360596,12.8,"F","MIXED",4,3,"3","2",1,0,2,"2",12,2,0
"624",16.6381134102863,12.3,"M","MIXED",5,2,"3","1",4,4,0,"2",11,2,0
"625",18.5068927855798,13.3,"M","MIXED",5,3,"2","2",4,0,0,NA,5,2,0
"626",19.6586938295136,13.5,"F","OTHER",3,3,"1","1",0,0,0,"2",2,1,0
"627",16.2895090008793,12.3,"F","MIXED",4,2,"2","1",1,2,1,"2",4,2,0
"628",24.0380325380265,13.1,"F","",4,3,"2","1",0,0,4,"2",8,2,0
"629",16.6204271736343,12.5,"M","",5,3,"2","1",0,4,1,"1",7,1,0
"630",18.9872747435961,13.1,"M","INDIAN",5,3,"2","1",0,3,4,"2",11,3,0
"631",15.5498805843612,13,"M","MIXED",5,3,"2","1",2,0,1,"1",12,2,0
"632",17.2208312931329,12.3,"F","MIXED",5,1,"2","1",2,2,0,"2",8,3,0
"633",13.4383912266404,12.2,"F","INDIAN",4,2,"2","1",2,1,2,"1",15,1,0
"634",21.5324415932522,13.1,"F","",4,3,"2","1",1,0,2,"1",6,2,0
"635",14.2076142889811,12.5,"M","INDIAN",2,3,"2","1",4,0,0,"1",10,2,0
"636",18.0532226196372,13,"M","",3,3,"2","1",1,0,1,"1",11,2,0
"637",18.8650129238841,13,"F","MIXED",2,2,"3","1",4,3,2,"2",3,3,0
"638",16.72419460881,12.2,"M","",2,3,"2","2",1,0,4,"1",7,2,0
"639",19.7104032078414,12.8,"F","MIXED",2,3,"2","1",0,1,3,"1",2,3,0
"640",18.7597653573093,12.6,"M","",5,3,"2",NA,4,2,0,"2",10,2,0
"641",16.9831994156318,12.8,"F","",5,3,"2","1",2,0,0,"1",6,1,0
"642",21.9418773673991,12.2,"F","MIXED",5,3,"2","2",2,0,0,"2",5,3,0
"643",16.6714084395324,NA,"M","MIXED",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"644",14.910647420311,12.2,"F","OTHER",1,2,"2","1",1,0,1,"2",12,1,0
"645",17.6705122369665,12.2,"M","MIXED",3,3,"2","2",1,1,0,"2",5,1,0
"646",20.9027704880384,12.2,"F","INDIAN",2,1,"1","1",1,2,1,"1",3,3,0
"647",16.8868571751066,13.1,"F","OTHER",4,3,"2","1",4,4,0,NA,21,1,0
"648",17.421014661576,12.3,"F","",5,1,"3","1",1,0,1,"1",6,3,0
"649",15.6635530831611,12.7,"F","OTHER",5,3,"3","2",0,0,0,"1",9,2,0
"650",19.4258341519409,12,"M","MIXED",2,1,"1","1",3,3,1,"2",6,2,0
"651",21.057913337403,12.5,"M","MIXED",3,3,"3",NA,3,2,0,"1",12,2,0
"652",23.7006553878982,12.8,"M","OTHER",5,2,"2","1",4,0,1,"1",8,1,0
"653",28.9632221964678,12.4,"M","OTHER",2,3,"1","2",1,2,1,"2",110,2,1
"654",15.2190870456437,12.2,"M","OTHER",5,1,"2","1",4,1,0,"1",9,3,0
"655",23.5388272956241,12,"M","MIXED",5,1,"1","1",3,2,0,"1",4,2,0
"656",19.0750667727102,11.9,"M","OTHER",2,3,"4",NA,4,3,3,"1",8,1,0
"657",15.6431509935197,12.6,"M","OTHER",1,3,"2","1",3,0,2,"1",11,1,0
"658",14.8122214292447,12.4,"M","OTHER",2,2,"1","1",3,2,1,"1",2,3,0
"659",14.8660771498142,12.2,"M","OTHER",5,3,"3","1",3,2,1,"1",8,2,0
"660",19.7161553497068,12.2,"M","OTHER",2,1,"2","1",2,3,1,"1",13,2,0
"661",19.2253137237451,12.5,"M","OTHER",2,1,"1","1",3,3,1,"1",17,2,0
"662",23.5953084915329,12.3,"M","INDIAN",1,3,"1","1",0,0,1,"2",17,2,0
"663",20.2816663855625,13,"M","OTHER",4,3,"2","1",4,4,0,"1",3,3,0
"664",20.755297770249,11.9,"M","OTHER",5,1,"2","1",0,4,0,"1",7,2,0
"665",16.3853679162543,11.2,"M","OTHER",4,1,"1",NA,3,2,1,"2",0,3,0
"666",15.6830776098834,12,"M","OTHER",1,3,"2","1",1,2,1,"1",5,2,0
"667",23.0081744632009,12.3,"M","OTHER",3,1,"1","1",2,1,1,"2",14,2,0
"668",26.7092466250544,13,"M","OTHER",4,2,"2",NA,1,1,2,"2",8,1,1
"669",15.3764818519073,13.1,"M","OTHER",5,1,"2","1",2,0,0,"1",18,2,0
"670",16.98357091972,12.7,"M","OTHER",3,1,"1","1",2,2,1,"2",0,2,0
"671",24.3430732061034,12.6,"M","OTHER",4,1,"1",NA,2,2,1,"1",18,1,0
"672",16.4849260030061,12.2,"M","OTHER",2,1,"2","1",2,NA,3,"1",9,1,0
"673",23.0740250355344,12,"M","OTHER",4,1,"2","2",2,3,1,"1",6,1,0
"674",16.8747278269705,12.5,"M","MIXED",5,1,"3",NA,NA,NA,NA,"2",18,1,0
"675",20.5735340188061,12.1,"M","OTHER",4,1,"1","1",0,3,1,"2",5,2,0
"676",20.2919188323247,12.7,"M","OTHER",1,3,"2","1",2,2,1,"1",17,3,0
"677",20.5137704269423,12.5,"M","",2,1,"2","1",2,2,2,"1",27,1,0
"678",19.9602925432938,12.1,"M","OTHER",2,1,"1","1",2,3,2,"1",8,2,0
"679",16.4909398171473,12.7,"M","OTHER",4,1,"1","1",NA,4,NA,"2",11,2,0
"680",15.436710561677,12.1,"M","OTHER",4,1,"2","1",2,2,1,"1",10,2,0
"681",15.7773636760133,11.9,"M","OTHER",4,3,"2","1",0,0,0,"2",1,2,0
"682",16.4820855210798,11.9,"M","OTHER",5,1,"2",NA,3,2,2,"1",16,1,0
"683",18.2142857142857,12.1,"M","MIXED",4,1,"1","1",3,4,1,"1",11,2,0
"684",16.7153674553052,12.5,"M","OTHER",4,2,"2","1",3,4,2,"1",14,2,0
"685",18.3821026402146,12.3,"M","MIXED",3,2,"1","1",3,3,2,"1",17,1,0
"686",16.2405835464578,12.3,"M","OTHER",4,3,"2","1",1,1,1,"1",9,1,0
"687",17.8062078575503,13.8,"M","OTHER",5,3,"2","1",0,2,0,"1",180,1,0
"688",37.6606538404643,13.6,"M","OTHER",4,1,"1","1",3,4,2,"2",3,2,1
"689",14.5375349552285,12.5,"M","OTHER",5,2,"2","1",4,4,4,"1",14,2,0
"690",15.335058492593,12.4,"M","OTHER",5,1,"2","1",2,3,0,"1",3,1,0
"691",18.1114350824468,13.4,"M","OTHER",3,3,"3",NA,2,3,4,NA,70,2,0
